ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10772127,HZ536704,12/02/2016 05:50:00 AM,071XX S EUCLID AVE,0331,ROBBERY,ATTEMPT: AGGRAVATED,SIDEWALK,false,false,0333,003,5,43,03,1190277,1858042,2016,12/09/2016 03:49:50 PM,41.765495968,-87.578128248,"(41.765495968, -87.578128248)"
10775915,HZ542600,12/02/2016 06:00:00 AM,112XX S BISHOP ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2234,022,34,75,26,1168571,1829962,2016,12/09/2016 03:49:50 PM,41.688935714,-87.65849422,"(41.688935714, -87.65849422)"
10773539,HZ539775,12/02/2016 06:00:00 AM,011XX W 15TH ST,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,1232,012,25,28,06,1169068,1892901,2016,12/09/2016 03:49:50 PM,41.861637423,-87.65485686,"(41.861637423, -87.65485686)"
10772531,HZ538293,12/02/2016 06:00:00 AM,094XX S PERRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0634,006,21,49,14,1177269,1842468,2016,12/09/2016 03:49:50 PM,41.723062534,-87.626275325,"(41.723062534, -87.626275325)"
10771935,HZ537675,12/02/2016 06:00:00 AM,012XX S MILLARD AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1011,010,24,29,06,1152234,1894225,2016,12/09/2016 03:49:50 PM,41.865619065,-87.716616807,"(41.865619065, -87.716616807)"
10771227,HZ536714,12/02/2016 06:00:00 AM,024XX W BELMONT AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,true,false,1921,019,47,5,08A,1159392,1921181,2016,12/09/2016 03:49:50 PM,41.939444419,-87.689596768,"(41.939444419, -87.689596768)"
10771162,HZ536703,12/02/2016 06:01:00 AM,055XX N CUMBERLAND AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,false,false,1614,016,41,10,11,1119316,1935718,2016,12/09/2016 03:49:50 PM,41.980067099,-87.836580732,"(41.980067099, -87.836580732)"
10771241,HZ536721,12/02/2016 06:07:00 AM,056XX N ELSTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,false,false,1623,016,45,11,15,1138022,1937526,2016,12/09/2016 03:49:50 PM,41.984710106,-87.76774199,"(41.984710106, -87.76774199)"
10771687,HZ536710,12/02/2016 06:10:00 AM,058XX N NORTHWEST HWY,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1611,016,41,10,08B,1131937,1938430,2016,12/09/2016 03:49:50 PM,41.987298847,-87.790101249,"(41.987298847, -87.790101249)"
10771195,HZ536709,12/02/2016 06:10:00 AM,042XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1723,017,33,16,08B,1152298,1927867,2016,12/09/2016 03:49:50 PM,41.957934512,-87.71549222,"(41.957934512, -87.71549222)"
10772864,HZ538861,12/02/2016 06:30:00 AM,006XX N WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,1834,018,42,8,05,1176631,1904365,2016,12/09/2016 03:49:50 PM,41.892927943,-87.626748246,"(41.892927943, -87.626748246)"
10771350,HZ536837,12/02/2016 06:30:00 AM,005XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1121,011,27,23,14,1152953,1903403,2016,12/09/2016 03:49:50 PM,41.890790266,-87.713734067,"(41.890790266, -87.713734067)"
10771291,HZ536724,12/02/2016 06:30:00 AM,005XX N LECLAIRE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1532,015,28,25,14,1142269,1903089,2016,12/09/2016 03:49:50 PM,41.890133613,-87.752979222,"(41.890133613, -87.752979222)"
10771230,HZ536730,12/02/2016 06:30:00 AM,025XX S ALBANY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1033,010,12,30,06,1156106,1886821,2016,12/09/2016 03:49:50 PM,41.845224457,-87.702602086,"(41.845224457, -87.702602086)"
10771222,HZ536728,12/02/2016 06:30:00 AM,049XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0931,009,16,61,08B,1164852,1871862,2016,12/09/2016 03:49:50 PM,41.803994592,-87.670928539,"(41.803994592, -87.670928539)"
10774727,HZ540906,12/02/2016 06:45:00 AM,050XX N MARINE DR,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,false,false,2024,020,48,3,06,1169659,1934092,2016,12/09/2016 03:49:50 PM,41.974654882,-87.651485236,"(41.974654882, -87.651485236)"
10771265,HZ536775,12/02/2016 06:45:00 AM,008XX S LYTLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,1231,012,25,28,08B,1168172,1896457,2016,12/09/2016 03:49:50 PM,41.87141476,-87.658043219,"(41.87141476, -87.658043219)"
10771333,HZ536742,12/02/2016 06:58:00 AM,050XX W CRYSTAL ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2533,025,37,25,03,1142617,1907853,2016,12/09/2016 03:49:50 PM,41.903200117,-87.751582559,"(41.903200117, -87.751582559)"
10778270,HZ543955,12/02/2016 07:00:00 AM,018XX W 64TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0726,007,15,67,14,,,2016,12/09/2016 03:49:50 PM,,,
10772129,HZ537587,12/02/2016 07:00:00 AM,024XX W AUGUSTA BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1212,012,1,24,05,1159942,1906580,2016,12/09/2016 03:49:50 PM,41.899366866,-87.687979191,"(41.899366866, -87.687979191)"
10772053,HZ537441,12/02/2016 07:00:00 AM,053XX W WELLINGTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2514,025,31,19,05,1140306,1919430,2016,12/09/2016 03:49:50 PM,41.935011363,-87.759787048,"(41.935011363, -87.759787048)"
10771965,HZ537659,12/02/2016 07:00:00 AM,086XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0632,006,6,44,14,1178218,1847794,2016,12/09/2016 03:49:50 PM,41.737656308,-87.622638172,"(41.737656308, -87.622638172)"
10771554,HZ537061,12/02/2016 07:00:00 AM,009XX E 48TH ST,0810,THEFT,OVER $500,STREET,false,false,0222,002,4,39,06,1183338,1873382,2016,12/09/2016 03:49:50 PM,41.807754636,-87.603084027,"(41.807754636, -87.603084027)"
10771372,HZ536732,12/02/2016 07:00:00 AM,078XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0612,006,17,71,08B,1168803,1852702,2016,12/09/2016 03:49:50 PM,41.75133272,-87.65699085,"(41.75133272, -87.65699085)"
10771321,HZ536800,12/02/2016 07:00:00 AM,018XX W 19TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,1234,012,25,31,06,1164439,1890770,2016,12/09/2016 03:49:50 PM,41.855888888,-87.671909314,"(41.855888888, -87.671909314)"
10771874,HZ537153,12/02/2016 07:18:00 AM,003XX W 87TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,true,false,0634,006,21,44,20,1175551,1847161,2016,12/09/2016 03:49:50 PM,41.735979296,-87.632428188,"(41.735979296, -87.632428188)"
10771315,HZ536736,12/02/2016 07:25:00 AM,016XX W GREENLEAF AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,true,false,2423,024,49,1,26,1164237,1947024,2016,12/09/2016 03:49:50 PM,42.010257347,-87.671055752,"(42.010257347, -87.671055752)"
10772123,HZ537337,12/02/2016 07:30:00 AM,048XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0224,002,3,38,05,1177531,1873026,2016,12/09/2016 03:49:50 PM,41.806911162,-87.624393117,"(41.806911162, -87.624393117)"
10771950,HZ537286,12/02/2016 07:30:00 AM,080XX S MARYLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0631,006,8,44,05,1183297,1851942,2016,12/09/2016 03:49:50 PM,41.748922269,-87.603901424,"(41.748922269, -87.603901424)"
10771516,HZ536794,12/02/2016 07:42:00 AM,045XX W NORTH AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,2533,025,37,23,06,1145953,1910249,2016,12/09/2016 03:49:50 PM,41.90971226,-87.73926766,"(41.90971226, -87.73926766)"
10771945,HZ537328,12/02/2016 07:45:00 AM,048XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0224,002,3,38,05,1177531,1873026,2016,12/09/2016 03:49:50 PM,41.806911162,-87.624393117,"(41.806911162, -87.624393117)"
10771277,HZ536751,12/02/2016 07:45:00 AM,0000X W TERMINAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,true,false,1653,016,41,76,26,1101811,1934419,2016,12/09/2016 03:49:50 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
10776483,HZ536804,12/02/2016 07:52:00 AM,0000X W TERMINAL ST,0560,ASSAULT,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,false,false,1651,016,41,76,08A,,,2016,12/09/2016 03:49:50 PM,,,
10771788,HZ537368,12/02/2016 07:55:00 AM,008XX N ST LOUIS AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,1121,011,27,23,26,1152891,1905462,2016,12/09/2016 03:49:50 PM,41.896441593,-87.713907172,"(41.896441593, -87.713907172)"
10776353,HZ542655,12/02/2016 08:00:00 AM,087XX S EXCHANGE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,0423,004,10,46,20,,,2016,12/09/2016 03:49:50 PM,,,
10775420,HZ541835,12/02/2016 08:00:00 AM,012XX W ERIE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"SCHOOL, PUBLIC, BUILDING",false,false,1215,012,27,24,04A,1167984,1904497,2016,12/09/2016 03:49:50 PM,41.893481171,-87.658501324,"(41.893481171, -87.658501324)"
10774510,HZ540907,12/02/2016 08:00:00 AM,022XX W FARWELL AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,2411,024,50,2,06,1159936,1945555,2016,12/09/2016 03:49:50 PM,42.006316581,-87.686921476,"(42.006316581, -87.686921476)"
10773592,HZ539796,12/02/2016 08:00:00 AM,029XX N SHEFFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1933,019,44,6,14,1169098,1919899,2016,12/09/2016 03:49:50 PM,41.935721008,-87.653961944,"(41.935721008, -87.653961944)"
10772947,HZ538798,12/02/2016 08:00:00 AM,031XX S GREEN ST,0620,BURGLARY,UNLAWFUL ENTRY,CHA APARTMENT,false,false,0913,009,11,60,05,1171203,1884146,2016,12/09/2016 03:49:50 PM,41.837566408,-87.647276456,"(41.837566408, -87.647276456)"
10772690,HZ538691,12/02/2016 08:00:00 AM,005XX W 46TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0925,009,11,61,14,1173436,1874412,2016,12/09/2016 03:49:50 PM,41.810806193,-87.639371149,"(41.810806193, -87.639371149)"
10772008,HZ537695,12/02/2016 08:00:00 AM,015XX E 88TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0412,004,8,48,05,1188120,1846939,2016,12/09/2016 03:49:50 PM,41.735079986,-87.586387512,"(41.735079986, -87.586387512)"
10771944,HZ537412,12/02/2016 08:00:00 AM,048XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0224,002,3,38,05,1177531,1873026,2016,12/09/2016 03:49:50 PM,41.806911162,-87.624393117,"(41.806911162, -87.624393117)"
10771882,HZ537497,12/02/2016 08:00:00 AM,089XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2222,022,21,73,14,1168230,1845540,2016,12/09/2016 03:49:50 PM,41.731691517,-87.659296186,"(41.731691517, -87.659296186)"
10771792,HZ537363,12/02/2016 08:00:00 AM,009XX N CAMPBELL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1212,012,1,24,05,1159568,1906111,2016,12/09/2016 03:49:50 PM,41.898087603,-87.689365819,"(41.898087603, -87.689365819)"
10771605,HZ537082,12/02/2016 08:00:00 AM,090XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2222,022,21,73,14,1169909,1844900,2016,12/09/2016 03:49:50 PM,41.729899019,-87.653163871,"(41.729899019, -87.653163871)"
10771572,HZ536762,12/02/2016 08:00:00 AM,008XX N MONTICELLO AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,1112,011,27,23,03,1151896,1905429,2016,12/09/2016 03:49:50 PM,41.896370692,-87.717562519,"(41.896370692, -87.717562519)"
10771507,HZ536764,12/02/2016 08:00:00 AM,070XX S CLYDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0331,003,5,43,08B,1191432,1858600,2016,12/09/2016 03:49:50 PM,41.766999258,-87.573876821,"(41.766999258, -87.573876821)"
10771383,HZ536882,12/02/2016 08:00:00 AM,073XX N ROGERS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2424,024,49,1,26,1162116,1948499,2016,12/09/2016 03:49:50 PM,42.014349542,-87.678818164,"(42.014349542, -87.678818164)"
10771346,HZ536779,12/02/2016 08:00:00 AM,050XX W ROSCOE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1634,016,38,15,06,1142199,1922136,2016,12/09/2016 03:49:50 PM,41.942401926,-87.752762775,"(41.942401926, -87.752762775)"
10771404,HZ536773,12/02/2016 08:04:00 AM,082XX S SOUTH SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0424,004,7,46,14,1198582,1850942,2016,12/09/2016 03:49:50 PM,41.745808966,-87.547926023,"(41.745808966, -87.547926023)"
10771624,HZ536924,12/02/2016 08:06:00 AM,007XX W WAYMAN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1214,012,27,28,06,1171358,1902334,2016,12/09/2016 03:49:50 PM,41.887472275,-87.646173514,"(41.887472275, -87.646173514)"
10771696,HZ537176,12/02/2016 08:10:00 AM,103XX S VINCENNES AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2212,022,21,72,03,1169151,1836304,2016,12/09/2016 03:49:50 PM,41.706326697,-87.656188319,"(41.706326697, -87.656188319)"
10771544,HZ536766,12/02/2016 08:15:00 AM,077XX S HALSTED ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0621,006,17,71,03,1172309,1853534,2016,12/09/2016 03:49:50 PM,41.753539487,-87.644118665,"(41.753539487, -87.644118665)"
10771409,HZ536802,12/02/2016 08:15:00 AM,091XX S UNIVERSITY AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,0413,004,8,47,08A,1185475,1844606,2016,12/09/2016 03:49:50 PM,41.728740563,-87.596150779,"(41.728740563, -87.596150779)"
10771355,HZ536813,12/02/2016 08:15:00 AM,047XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,1722,017,39,16,06,1146021,1931116,2016,12/09/2016 03:49:50 PM,41.966971889,-87.738485937,"(41.966971889, -87.738485937)"
10772000,HZ537726,12/02/2016 08:21:00 AM,002XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0113,001,42,32,14,1176853,1899133,2016,12/09/2016 03:49:50 PM,41.878566035,-87.626091297,"(41.878566035, -87.626091297)"
10771654,HZ536854,12/02/2016 08:30:00 AM,083XX S COMMERCIAL AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,true,0423,004,10,46,08A,1197543,1850210,2016,12/09/2016 03:49:50 PM,41.743826264,-87.551757398,"(41.743826264, -87.551757398)"
10771477,HZ536901,12/02/2016 08:30:00 AM,131XX S CARVER DR,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0533,005,9,54,08B,1186850,1818609,2016,12/09/2016 03:49:50 PM,41.65736912,-87.591933595,"(41.65736912, -87.591933595)"
10771465,HZ536784,12/02/2016 08:30:00 AM,056XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0824,008,16,63,08B,1160667,1867183,2016,12/09/2016 03:49:50 PM,41.791242288,-87.686406306,"(41.791242288, -87.686406306)"
10771384,HZ536845,12/02/2016 08:30:00 AM,071XX S TALMAN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0831,008,18,66,08A,1159941,1857234,2016,12/09/2016 03:49:50 PM,41.763955788,-87.689341606,"(41.763955788, -87.689341606)"
10771378,HZ536788,12/02/2016 08:30:00 AM,007XX N WALLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1511,015,29,25,08B,1138203,1904159,2016,12/09/2016 03:49:50 PM,41.893144322,-87.767885755,"(41.893144322, -87.767885755)"
10772204,HZ536976,12/02/2016 08:45:00 AM,015XX W FARGO AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2422,024,49,1,08B,1164818,1949525,2016,12/09/2016 03:49:50 PM,42.017107779,-87.66884662,"(42.017107779, -87.66884662)"
10771803,HZ537387,12/02/2016 08:45:00 AM,011XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,false,false,1214,012,27,24,06,1168593,1903233,2016,12/09/2016 03:49:50 PM,41.889999504,-87.656301323,"(41.889999504, -87.656301323)"
10771709,HZ536899,12/02/2016 08:45:00 AM,032XX N LECLAIRE AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",false,false,1634,016,30,15,26,1141792,1921221,2016,12/09/2016 03:49:50 PM,41.939898633,-87.754281422,"(41.939898633, -87.754281422)"
10771417,HZ536830,12/02/2016 08:45:00 AM,001XX S RACINE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,1224,012,27,28,04B,1168411,1899473,2016,12/09/2016 03:49:50 PM,41.879685732,-87.65707852,"(41.879685732, -87.65707852)"
10771335,HZ536808,12/02/2016 08:45:00 AM,004XX E 113TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0531,005,9,49,08B,1181296,1830135,2016,12/09/2016 03:49:50 PM,41.689127455,-87.611903376,"(41.689127455, -87.611903376)"
10777810,HZ543264,12/02/2016 09:00:00 AM,105XX S TALMAN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,VACANT LOT/LAND,false,false,2211,022,19,72,26,,,2016,12/09/2016 03:49:50 PM,,,
10777036,HZ543574,12/02/2016 09:00:00 AM,014XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,MEDICAL/DENTAL OFFICE,false,false,1424,014,1,24,06,,,2016,12/09/2016 03:49:50 PM,,,
10776089,HZ542614,12/02/2016 09:00:00 AM,070XX W BELDEN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2512,025,36,25,11,1129091,1914294,2016,12/09/2016 03:49:50 PM,41.921116029,-87.801120457,"(41.921116029, -87.801120457)"
10775568,HZ542098,12/02/2016 09:00:00 AM,002XX N COLUMBUS DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0114,001,42,32,06,1178300,1901989,2016,12/09/2016 03:49:50 PM,41.886370204,-87.620691199,"(41.886370204, -87.620691199)"
10774914,HZ540196,12/02/2016 09:00:00 AM,107XX S CHURCH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2212,022,19,75,06,,,2016,12/09/2016 03:49:50 PM,,,
10773586,HZ539944,12/02/2016 09:00:00 AM,062XX N KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2413,024,50,2,26,1153897,1941161,2016,12/09/2016 03:49:50 PM,41.994382217,-87.709257657,"(41.994382217, -87.709257657)"
10773144,HZ537857,12/02/2016 09:00:00 AM,033XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0912,009,11,59,14,1166218,1882400,2016,12/09/2016 03:49:50 PM,41.832883012,-87.665618377,"(41.832883012, -87.665618377)"
10772808,HZ538896,12/02/2016 09:00:00 AM,066XX W IMLAY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1611,016,41,10,06,1130699,1942736,2016,12/09/2016 03:49:50 PM,41.999136356,-87.794555103,"(41.999136356, -87.794555103)"
10771755,HZ537254,12/02/2016 09:00:00 AM,038XX W WEST END AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1122,011,28,26,26,1150786,1900544,2016,12/09/2016 03:49:50 PM,41.88298753,-87.721767245,"(41.88298753, -87.721767245)"
10771690,HZ537204,12/02/2016 09:00:00 AM,066XX S RHODES AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0321,003,20,42,05,1181043,1861078,2016,12/09/2016 03:49:50 PM,41.774044549,-87.611880073,"(41.774044549, -87.611880073)"
10771559,HZ537024,12/02/2016 09:00:00 AM,017XX E 71ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0324,003,5,43,08B,1189281,1857922,2016,12/09/2016 03:49:50 PM,41.765190617,-87.581782689,"(41.765190617, -87.581782689)"
10771547,HZ536947,12/02/2016 09:00:00 AM,016XX N LUNA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,false,2532,025,37,25,07,1139155,1910328,2016,12/09/2016 03:49:50 PM,41.910055528,-87.764239061,"(41.910055528, -87.764239061)"
10771437,HZ536949,12/02/2016 09:00:00 AM,022XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1432,014,32,22,06,1159995,1914872,2016,12/09/2016 03:49:50 PM,41.922119654,-87.687555216,"(41.922119654, -87.687555216)"
10771503,HZ536817,12/02/2016 09:06:00 AM,047XX N WESTERN AVE,0330,ROBBERY,AGGRAVATED,BANK,false,false,1911,019,47,4,03,1159514,1931388,2016,12/09/2016 03:49:50 PM,41.967450492,-87.688866282,"(41.967450492, -87.688866282)"
10771436,HZ536851,12/02/2016 09:09:00 AM,004XX S CENTRAL AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,true,true,1522,015,29,25,04A,1139130,1897332,2016,12/09/2016 03:49:50 PM,41.874393341,-87.76464733,"(41.874393341, -87.76464733)"
10771498,HZ536839,12/02/2016 09:15:00 AM,074XX S GREENWOOD AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,0323,003,5,69,03,1184836,1856066,2016,12/09/2016 03:49:50 PM,41.760202995,-87.598132878,"(41.760202995, -87.598132878)"
10772660,HZ536868,12/02/2016 09:20:00 AM,065XX S DR MARTIN LUTHER KING JR DR,0810,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,false,false,0312,003,20,42,06,1180046,1861722,2016,12/09/2016 03:49:50 PM,41.775834643,-87.615515144,"(41.775834643, -87.615515144)"
10771438,HZ536841,12/02/2016 09:20:00 AM,001XX N OAKLEY BLVD,0460,BATTERY,SIMPLE,OTHER,false,false,1223,012,2,28,08B,1161062,1900805,2016,12/09/2016 03:49:50 PM,41.883496589,-87.68402596,"(41.883496589, -87.68402596)"
10771408,HZ536828,12/02/2016 09:26:00 AM,079XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0422,004,7,46,08B,1193903,1852833,2016,12/09/2016 03:49:50 PM,41.751113941,-87.565008576,"(41.751113941, -87.565008576)"
10771822,HZ537378,12/02/2016 09:27:00 AM,064XX N HOYNE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,2412,024,50,2,11,1161133,1942740,2016,12/09/2016 03:49:50 PM,41.998567253,-87.682596272,"(41.998567253, -87.682596272)"
10776490,HZ537076,12/02/2016 09:30:00 AM,002XX N LAVERGNE AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,1532,015,28,25,08B,,,2016,12/09/2016 03:49:50 PM,,,
10772964,HZ538625,12/02/2016 09:30:00 AM,037XX S INDIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0212,002,3,35,05,1178219,1880090,2016,12/09/2016 03:49:50 PM,41.826279773,-87.621655195,"(41.826279773, -87.621655195)"
10771895,HZ537604,12/02/2016 09:30:00 AM,084XX S KINGSTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0423,004,7,46,06,1194633,1849565,2016,12/09/2016 03:49:50 PM,41.742128365,-87.562440834,"(41.742128365, -87.562440834)"
10771886,HZ537356,12/02/2016 09:30:00 AM,010XX W 13TH ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,1232,012,2,28,06,1169344,1894311,2016,12/09/2016 03:49:50 PM,41.865500587,-87.65380275,"(41.865500587, -87.65380275)"
10771628,HZ537009,12/02/2016 09:30:00 AM,026XX E 79TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0422,004,7,46,03,1195379,1853104,2016,12/09/2016 03:49:50 PM,41.751821289,-87.559590955,"(41.751821289, -87.559590955)"
10771555,HZ537023,12/02/2016 09:30:00 AM,043XX S KEDVALE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,true,false,0815,008,14,57,18,1149402,1875550,2016,12/09/2016 03:49:50 PM,41.814427772,-87.727496885,"(41.814427772, -87.727496885)"
10771527,HZ536848,12/02/2016 09:30:00 AM,070XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0733,007,17,68,08B,1170863,1858047,2016,12/09/2016 03:49:50 PM,41.7659554,-87.649286213,"(41.7659554, -87.649286213)"
10771898,HZ537603,12/02/2016 09:40:00 AM,017XX S STEWART AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1235,012,25,31,06,1173732,1891605,2016,12/09/2016 03:49:50 PM,41.857978687,-87.637774817,"(41.857978687, -87.637774817)"
10771577,HZ536869,12/02/2016 09:40:00 AM,025XX W HARRISON ST,0820,THEFT,$500 AND UNDER,VACANT LOT/LAND,false,false,1135,011,2,28,06,1159636,1897282,2016,12/09/2016 03:49:50 PM,41.873858638,-87.689359413,"(41.873858638, -87.689359413)"
10771480,HZ536855,12/02/2016 09:40:00 AM,111XX S CORLISS AVE,0810,THEFT,OVER $500,GAS STATION,false,false,0531,005,9,50,06,1184369,1831492,2016,12/09/2016 03:49:50 PM,41.692780068,-87.600611049,"(41.692780068, -87.600611049)"
10771493,HZ536873,12/02/2016 09:45:00 AM,116XX S MARSHFIELD AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,2234,022,34,75,06,1167478,1827422,2016,12/09/2016 03:49:50 PM,41.681988948,-87.662568066,"(41.681988948, -87.662568066)"
