ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10770701,HZ536000,12/01/2016 02:59:00 PM,048XX W RACE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,true,true,1532,015,28,25,04A,1143888,1903220,2016,12/08/2016 03:55:45 PM,41.89046289,-87.747030156,"(41.89046289, -87.747030156)"
10777895,HZ544375,12/01/2016 03:00:00 PM,031XX W FRANKLIN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,false,false,1221,012,27,23,14,,,2016,12/09/2016 03:49:50 PM,,,
10774864,HZ541023,12/01/2016 03:00:00 PM,064XX S MARSHFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,0725,007,15,67,07,1166429,1862090,2016,12/08/2016 03:55:45 PM,41.777145537,-87.665423287,"(41.777145537, -87.665423287)"
10772871,HZ538836,12/01/2016 03:00:00 PM,020XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA BUS,false,false,0131,001,3,33,06,1176638,1890597,2016,12/08/2016 03:55:45 PM,41.85514757,-87.627138557,"(41.85514757, -87.627138557)"
10771923,HZ536983,12/01/2016 03:00:00 PM,034XX W 13TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1021,010,24,29,06,1153595,1893690,2016,12/08/2016 03:55:45 PM,41.864124027,-87.711634698,"(41.864124027, -87.711634698)"
10771843,HZ537389,12/01/2016 03:00:00 PM,019XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0914,009,25,34,07,1175352,1890984,2016,12/08/2016 03:55:45 PM,41.856238452,-87.631847104,"(41.856238452, -87.631847104)"
10771589,HZ537067,12/01/2016 03:00:00 PM,026XX N MOBILE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2512,025,29,19,05,1133964,1916833,2016,12/08/2016 03:55:45 PM,41.927998959,-87.783155728,"(41.927998959, -87.783155728)"
10771518,HZ536960,12/01/2016 03:00:00 PM,008XX W BUENA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1915,019,46,3,26,1169871,1928197,2016,12/08/2016 03:55:45 PM,41.958474197,-87.65087832,"(41.958474197, -87.65087832)"
10771398,HZ536896,12/01/2016 03:00:00 PM,043XX W OGDEN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1013,010,22,29,05,1148104,1887974,2016,12/08/2016 03:55:45 PM,41.848545952,-87.731939114,"(41.848545952, -87.731939114)"
10771090,HZ536509,12/01/2016 03:00:00 PM,005XX S LARAMIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1522,015,29,25,07,1141807,1897096,2016,12/08/2016 03:55:45 PM,41.873696636,-87.754824282,"(41.873696636, -87.754824282)"
10770988,HZ536199,12/01/2016 03:00:00 PM,069XX S ANTHONY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0322,003,6,69,14,1180901,1859095,2016,12/08/2016 03:55:45 PM,41.768606266,-87.612461542,"(41.768606266, -87.612461542)"
10770884,HZ536128,12/01/2016 03:00:00 PM,005XX W ROOSEVELT RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARKING LOT/GARAGE(NON.RESID.),false,false,0124,001,2,28,11,1173209,1894980,2016,12/08/2016 03:55:45 PM,41.867251542,-87.639594427,"(41.867251542, -87.639594427)"
10770874,HZ536374,12/01/2016 03:00:00 PM,028XX W WARREN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1222,012,2,27,14,1157554,1900229,2016,12/08/2016 03:55:45 PM,41.881988102,-87.696923312,"(41.881988102, -87.696923312)"
10770791,HZ536256,12/01/2016 03:00:00 PM,068XX S HARPER AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0332,003,5,43,03,1187560,1860083,2016,12/08/2016 03:55:45 PM,41.771161679,-87.588021943,"(41.771161679, -87.588021943)"
10770735,HZ535983,12/01/2016 03:00:00 PM,032XX W WASHINGTON BLVD,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1123,011,28,27,04B,1154856,1900500,2016,12/08/2016 03:55:45 PM,41.882786228,-87.706823115,"(41.882786228, -87.706823115)"
10770706,HZ536021,12/01/2016 03:00:00 PM,003XX E 51ST ST,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,CTA BUS,false,false,0224,002,3,38,17,1179003,1871270,2016,12/08/2016 03:55:45 PM,41.802059097,-87.619047858,"(41.802059097, -87.619047858)"
10770840,HZ536319,12/01/2016 03:01:00 PM,010XX W GARFIELD BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0712,007,16,68,14,1170127,1868204,2016,12/08/2016 03:55:45 PM,41.79384345,-87.651688792,"(41.79384345, -87.651688792)"
10778250,HZ544630,12/01/2016 03:05:00 PM,033XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1713,017,39,14,06,,,2016,12/09/2016 03:49:50 PM,,,
10770666,HZ536006,12/01/2016 03:08:00 PM,025XX W FITCH AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2411,024,50,2,08A,1158111,1947358,2016,12/08/2016 03:55:45 PM,42.011301687,-87.693586328,"(42.011301687, -87.693586328)"
10770867,HZ536080,12/01/2016 03:15:00 PM,0000X E LAKE ST,0460,BATTERY,SIMPLE,COLLEGE/UNIVERSITY GROUNDS,true,false,0111,001,42,32,08B,1176585,1901750,2016,12/08/2016 03:55:45 PM,41.885753285,-87.626996239,"(41.885753285, -87.626996239)"
10770739,HZ536207,12/01/2016 03:15:00 PM,079XX S LUELLA AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0414,004,7,46,08B,1192573,1852863,2016,12/08/2016 03:55:45 PM,41.751228752,-87.569881293,"(41.751228752, -87.569881293)"
10770732,HZ536012,12/01/2016 03:15:00 PM,062XX S DR MARTIN LUTHER KING JR DR,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,0311,003,20,40,04B,1179989,1863814,2016,12/08/2016 03:55:45 PM,41.781576603,-87.615660095,"(41.781576603, -87.615660095)"
10770851,HZ536020,12/01/2016 03:20:00 PM,015XX N CICERO AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,false,false,2533,025,37,25,26,1144102,1909775,2016,12/08/2016 03:55:45 PM,41.90844653,-87.746079452,"(41.90844653, -87.746079452)"
10770684,HZ536102,12/01/2016 03:20:00 PM,051XX S ASHLAND AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,PARKING LOT/GARAGE(NON.RESID.),true,false,0934,009,16,61,24,1166541,1870734,2016,12/08/2016 03:55:45 PM,41.800863342,-87.664766276,"(41.800863342, -87.664766276)"
10771585,HZ537102,12/01/2016 03:25:00 PM,103XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0512,005,9,50,08A,1182698,1836734,2016,12/08/2016 03:55:45 PM,41.707203646,-87.606566877,"(41.707203646, -87.606566877)"
10770661,HZ536065,12/01/2016 03:25:00 PM,0000X E WASHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,true,false,0111,001,42,32,14,1177144,1900833,2016,12/08/2016 03:55:45 PM,41.883224344,-87.624971297,"(41.883224344, -87.624971297)"
10770875,HZ536079,12/01/2016 03:26:00 PM,068XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),true,false,0332,003,5,43,06,1188039,1860024,2016,12/08/2016 03:55:45 PM,41.770988374,-87.586268005,"(41.770988374, -87.586268005)"
10771706,HZ536412,12/01/2016 03:30:00 PM,056XX N MULLIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1622,016,45,10,05,1132922,1936995,2016,12/08/2016 03:55:45 PM,41.983343876,-87.786512013,"(41.983343876, -87.786512013)"
10770831,HZ536286,12/01/2016 03:30:00 PM,021XX W WARREN BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1223,012,2,28,05,1162132,1900333,2016,12/08/2016 03:55:45 PM,41.882179098,-87.680110034,"(41.882179098, -87.680110034)"
10770742,HZ536069,12/01/2016 03:30:00 PM,076XX S KINGSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0421,004,7,43,14,1194519,1854817,2016,12/08/2016 03:55:45 PM,41.756543074,-87.562686166,"(41.756543074, -87.562686166)"
10770858,HZ536279,12/01/2016 03:37:00 PM,092XX S COMMERCIAL AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0424,004,10,46,26,1197753,1844123,2016,12/08/2016 03:55:45 PM,41.72711782,-87.551190644,"(41.72711782, -87.551190644)"
10771914,HZ536177,12/01/2016 03:40:00 PM,004XX N WABASH AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,SIDEWALK,false,false,1834,018,42,8,26,1176668,1903134,2016,12/08/2016 03:55:45 PM,41.889549179,-87.626649595,"(41.889549179, -87.626649595)"
10771581,HZ536933,12/01/2016 03:45:00 PM,051XX W HARRISON ST,0460,BATTERY,SIMPLE,STREET,false,false,1533,015,29,25,08B,1142125,1896831,2016,12/08/2016 03:55:45 PM,41.872963554,-87.753663295,"(41.872963554, -87.753663295)"
10771447,HZ536877,12/01/2016 03:45:00 PM,002XX N LAVERGNE AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,1532,015,28,25,08B,1143003,1901153,2016,12/08/2016 03:55:45 PM,41.884807342,-87.75033191,"(41.884807342, -87.75033191)"
10770815,HZ536066,12/01/2016 03:45:00 PM,042XX N LINCOLN AVE,0330,ROBBERY,AGGRAVATED,BANK,false,false,1911,019,47,5,03,1161360,1928326,2016,12/08/2016 03:55:45 PM,41.959009912,-87.682164298,"(41.959009912, -87.682164298)"
10770690,HZ536046,12/01/2016 03:45:00 PM,047XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0933,009,3,61,06,1171764,1873607,2016,12/08/2016 03:55:45 PM,41.808634077,-87.645527495,"(41.808634077, -87.645527495)"
10770750,HZ536158,12/01/2016 03:52:00 PM,023XX N LECLAIRE AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,VEHICLE NON-COMMERCIAL,true,false,2522,025,31,19,07,1142000,1915265,2016,12/08/2016 03:55:45 PM,41.923550913,-87.753664947,"(41.923550913, -87.753664947)"
10770749,HZ536056,12/01/2016 03:52:00 PM,050XX W DICKENS AVE,0850,THEFT,ATTEMPT THEFT,VEHICLE NON-COMMERCIAL,true,false,2522,025,31,19,06,1142270,1913489,2016,12/08/2016 03:55:45 PM,41.91867237,-87.752717037,"(41.91867237, -87.752717037)"
10770746,HZ536156,12/01/2016 03:52:00 PM,020XX N LECLAIRE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,2522,025,37,19,14,1142085,1913179,2016,12/08/2016 03:55:45 PM,41.917825132,-87.753404455,"(41.917825132, -87.753404455)"
10770671,HZ536058,12/01/2016 03:52:00 PM,0000X S LEAMINGTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,1533,015,28,25,15,1142140,1899421,2016,12/08/2016 03:55:45 PM,41.880070565,-87.753543987,"(41.880070565, -87.753543987)"
10774097,HZ540437,12/01/2016 04:00:00 PM,022XX W FARWELL AVE,0810,THEFT,OVER $500,OTHER,false,false,2411,024,50,2,06,1159936,1945555,2016,12/08/2016 03:55:45 PM,42.006316581,-87.686921476,"(42.006316581, -87.686921476)"
10772915,HZ538519,12/01/2016 04:00:00 PM,080XX S DOBSON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0631,006,8,44,07,1184620,1851910,2016,12/08/2016 03:55:45 PM,41.748803578,-87.599054513,"(41.748803578, -87.599054513)"
10771494,HZ536981,12/01/2016 04:00:00 PM,016XX N LUNA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2532,025,37,25,06,1139155,1910328,2016,12/08/2016 03:55:45 PM,41.910055528,-87.764239061,"(41.910055528, -87.764239061)"
10770935,HZ536464,12/01/2016 04:00:00 PM,092XX S WALLACE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2223,022,21,73,14,1173927,1843576,2016,12/08/2016 03:55:45 PM,41.726177711,-87.638483946,"(41.726177711, -87.638483946)"
10770836,HZ536075,12/01/2016 04:00:00 PM,062XX S EMERALD DR,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,0711,007,16,68,08B,1172345,1863641,2016,12/08/2016 03:55:45 PM,41.781273524,-87.643689763,"(41.781273524, -87.643689763)"
10770705,HZ536089,12/01/2016 04:00:00 PM,005XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1532,015,28,25,08B,1142269,1903089,2016,12/08/2016 03:55:45 PM,41.890133613,-87.752979222,"(41.890133613, -87.752979222)"
10770708,HZ536092,12/01/2016 04:03:00 PM,051XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,0225,002,3,40,08B,1178030,1870926,2016,12/08/2016 03:55:45 PM,41.801137262,-87.622626646,"(41.801137262, -87.622626646)"
10770994,HZ536151,12/01/2016 04:05:00 PM,117XX S HALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2212,022,19,75,08B,1164661,1826700,2016,12/08/2016 03:55:45 PM,41.680067373,-87.672900199,"(41.680067373, -87.672900199)"
10770811,HZ536131,12/01/2016 04:08:00 PM,010XX W 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,false,false,0733,007,17,68,15,1170765,1857742,2016,12/08/2016 03:55:45 PM,41.76512058,-87.649654302,"(41.76512058, -87.649654302)"
10770729,HZ536106,12/01/2016 04:09:00 PM,032XX E 134TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0433,004,10,55,26,1199522,1816711,2016,12/08/2016 03:55:45 PM,41.651852341,-87.545628905,"(41.651852341, -87.545628905)"
10771634,HZ537074,12/01/2016 04:10:00 PM,013XX W 14TH PL,0460,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",false,false,1233,012,2,28,08B,1167682,1893190,2016,12/08/2016 03:55:45 PM,41.862460407,-87.659936276,"(41.862460407, -87.659936276)"
10772073,HZ537706,12/01/2016 04:15:00 PM,037XX W DOUGLAS BLVD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1011,010,24,29,08B,1151853,1893037,2016,12/08/2016 03:55:45 PM,41.862366558,-87.718046744,"(41.862366558, -87.718046744)"
10771226,HZ536733,12/01/2016 04:15:00 PM,007XX W BUCKINGHAM PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1925,019,44,6,14,1170682,1922465,2016,12/08/2016 03:55:45 PM,41.942727625,-87.64806529,"(41.942727625, -87.64806529)"
10770997,HZ536074,12/01/2016 04:15:00 PM,111XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2233,022,34,49,08B,1175591,1831041,2016,12/08/2016 03:55:45 PM,41.691742868,-87.632762169,"(41.691742868, -87.632762169)"
10770992,HZ536138,12/01/2016 04:15:00 PM,114XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0531,005,9,49,08B,1180620,1829188,2016,12/08/2016 03:55:45 PM,41.686544262,-87.61440711,"(41.686544262, -87.61440711)"
10770838,HZ536144,12/01/2016 04:15:00 PM,085XX S DORCHESTER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0412,004,8,45,05,1187024,1848697,2016,12/08/2016 03:55:45 PM,41.739930151,-87.590347146,"(41.739930151, -87.590347146)"
10770899,HZ536182,12/01/2016 04:16:00 PM,009XX W 61ST ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,true,false,0712,007,16,68,24,1170872,1864376,2016,12/08/2016 03:55:45 PM,41.783322741,-87.649068648,"(41.783322741, -87.649068648)"
10771008,HZ536269,12/01/2016 04:17:00 PM,050XX W DIVISION ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,2533,025,37,25,15,1142681,1907524,2016,12/08/2016 03:55:45 PM,41.902296112,-87.75135567,"(41.902296112, -87.75135567)"
10770757,HZ536263,12/01/2016 04:24:00 PM,054XX W GRAND AVE,0460,BATTERY,SIMPLE,STREET,false,false,2515,025,29,19,08B,1139872,1913217,2016,12/08/2016 03:55:45 PM,41.917970185,-87.761534297,"(41.917970185, -87.761534297)"
10771606,HZ536858,12/01/2016 04:30:00 PM,087XX S ABERDEEN ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2222,022,21,71,08A,1170510,1846883,2016,12/08/2016 03:55:45 PM,41.735327598,-87.650904636,"(41.735327598, -87.650904636)"
10771553,HZ537050,12/01/2016 04:30:00 PM,062XX N CICERO AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1711,017,39,12,06,1143276,1940849,2016,12/08/2016 03:55:45 PM,41.993731819,-87.748334639,"(41.993731819, -87.748334639)"
10770822,HZ536100,12/01/2016 04:30:00 PM,040XX W 26TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1031,010,22,30,06,1150021,1886423,2016,12/08/2016 03:55:45 PM,41.844252757,-87.724943845,"(41.844252757, -87.724943845)"
10770709,HZ536123,12/01/2016 04:35:00 PM,070XX S DAMEN AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0735,007,17,67,26,1164246,1857777,2016,12/08/2016 03:55:45 PM,41.765356327,-87.673547448,"(41.765356327, -87.673547448)"
10770726,HZ536133,12/01/2016 04:36:00 PM,072XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0732,007,17,68,08B,1173398,1856921,2016,12/08/2016 03:55:45 PM,41.762809823,-87.640027854,"(41.762809823, -87.640027854)"
10770966,HZ536124,12/01/2016 04:38:00 PM,015XX E 71ST ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,GOVERNMENT BUILDING/PROPERTY,false,false,0324,003,5,43,08A,1187565,1858186,2016,12/08/2016 03:55:45 PM,41.765956027,-87.588063868,"(41.765956027, -87.588063868)"
10770687,HZ536111,12/01/2016 04:40:00 PM,0000X N MICHIGAN AVE,0810,THEFT,OVER $500,STREET,false,false,0112,001,42,32,06,1177309,1900530,2016,12/08/2016 03:55:45 PM,41.882389156,-87.624374606,"(41.882389156, -87.624374606)"
10770797,HZ536220,12/01/2016 04:45:00 PM,001XX W WASHINGTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,false,false,0122,001,42,32,26,1174938,1900809,2016,12/08/2016 03:55:45 PM,41.883208167,-87.633072493,"(41.883208167, -87.633072493)"
10770715,HZ536115,12/01/2016 04:49:00 PM,116XX S LOWE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0524,005,34,53,04B,1174039,1827655,2016,12/08/2016 03:55:45 PM,41.682485653,-87.6385442,"(41.682485653, -87.6385442)"
10775736,HZ542251,12/01/2016 05:00:00 PM,018XX N LAWNDALE AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,2535,025,26,22,06,1151422,1911997,2016,12/08/2016 03:55:45 PM,41.914403235,-87.719130719,"(41.914403235, -87.719130719)"
10772088,HZ537275,12/01/2016 05:00:00 PM,027XX S DEARBORN ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0133,001,3,35,08B,1176316,1886559,2016,12/08/2016 03:55:45 PM,41.844074267,-87.628442088,"(41.844074267, -87.628442088)"
10771721,HZ537175,12/01/2016 05:00:00 PM,041XX W LELAND AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1722,017,39,14,06,1147756,1931172,2016,12/08/2016 03:55:45 PM,41.967092326,-87.732105069,"(41.967092326, -87.732105069)"
10771599,HZ537114,12/01/2016 05:00:00 PM,040XX N KOSTNER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1722,017,38,16,06,1146161,1926476,2016,12/08/2016 03:55:45 PM,41.954236696,-87.738089684,"(41.954236696, -87.738089684)"
10771510,HZ536992,12/01/2016 05:00:00 PM,045XX N MARINE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1914,019,46,3,14,1170554,1930312,2016,12/08/2016 03:55:45 PM,41.964262868,-87.648305211,"(41.964262868, -87.648305211)"
10771323,HZ536814,12/01/2016 05:00:00 PM,002XX N LOCKWOOD AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1523,015,28,25,06,1141003,1901151,2016,12/08/2016 03:55:45 PM,41.884838904,-87.757676361,"(41.884838904, -87.757676361)"
10771271,HZ536755,12/01/2016 05:00:00 PM,054XX S BLACKSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0234,002,5,41,14,1186844,1869138,2016,12/08/2016 03:55:45 PM,41.796026328,-87.590359697,"(41.796026328, -87.590359697)"
10771229,HZ536739,12/01/2016 05:00:00 PM,013XX W 107TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2234,022,34,75,26,1169319,1833578,2016,12/08/2016 03:55:45 PM,41.698842494,-87.655651662,"(41.698842494, -87.655651662)"
10771130,HZ536678,12/01/2016 05:00:00 PM,089XX S BUFFALO AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0424,004,10,46,26,1199594,1846414,2016,12/08/2016 03:55:45 PM,41.733358399,-87.544370051,"(41.733358399, -87.544370051)"
10770871,HZ536267,12/01/2016 05:00:00 PM,0000X E OAK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1824,018,42,8,11,1176586,1907223,2016,12/08/2016 03:55:45 PM,41.900771451,-87.626827076,"(41.900771451, -87.626827076)"
10770826,HZ536191,12/01/2016 05:00:00 PM,074XX S COLES AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0334,003,7,43,05,1195250,1856546,2016,12/08/2016 03:55:45 PM,41.761269577,-87.559950282,"(41.761269577, -87.559950282)"
10770772,HZ536277,12/01/2016 05:00:00 PM,056XX S ARCHER AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,true,0814,008,23,56,08B,1142423,1869195,2016,12/08/2016 03:55:45 PM,41.797120798,-87.753254384,"(41.797120798, -87.753254384)"
10770764,HZ536252,12/01/2016 05:00:00 PM,027XX N AUSTIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2512,025,29,19,14,1135928,1917524,2016,12/08/2016 03:55:45 PM,41.929860332,-87.775922128,"(41.929860332, -87.775922128)"
10770754,HZ536266,12/01/2016 05:00:00 PM,011XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,0123,001,2,32,06,1176517,1895340,2016,12/08/2016 03:55:45 PM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
10770704,HZ536142,12/01/2016 05:00:00 PM,061XX N BROADWAY,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,2433,024,48,77,06,1167193,1940774,2016,12/08/2016 03:55:45 PM,41.993043969,-87.660360363,"(41.993043969, -87.660360363)"
10770844,HZ536231,12/01/2016 05:05:00 PM,029XX E 79TH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0421,004,7,43,08B,1197226,1853153,2016,12/08/2016 03:55:45 PM,41.751909969,-87.552821071,"(41.751909969, -87.552821071)"
10772891,HZ538724,12/01/2016 05:15:00 PM,010XX W MONROE ST,0810,THEFT,OVER $500,RESIDENCE,false,false,1232,012,2,28,06,1169487,1899739,2016,12/08/2016 03:55:45 PM,41.880392321,-87.653119884,"(41.880392321, -87.653119884)"
10770765,HZ536219,12/01/2016 05:20:00 PM,041XX N LECLAIRE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1624,016,45,15,06,1141623,1926959,2016,12/08/2016 03:55:45 PM,41.955647371,-87.754760199,"(41.955647371, -87.754760199)"
10775964,HZ542415,12/01/2016 05:30:00 PM,010XX W MONROE ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1232,012,2,28,06,,,2016,12/08/2016 03:55:45 PM,,,
10772011,HZ537534,12/01/2016 05:30:00 PM,037XX S UNION AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0915,009,11,60,06,1172250,1880065,2016,12/08/2016 03:55:45 PM,41.826344766,-87.643554818,"(41.826344766, -87.643554818)"
10770802,HZ536195,12/01/2016 05:30:00 PM,057XX S MENARD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0811,008,23,56,26,1138689,1866020,2016,12/08/2016 03:55:45 PM,41.788476377,-87.76702439,"(41.788476377, -87.76702439)"
10775076,HZ540453,12/01/2016 05:36:00 PM,064XX S SANGAMON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0723,007,16,68,06,,,2016,12/08/2016 03:55:45 PM,,,
10770807,HZ536210,12/01/2016 05:40:00 PM,034XX W WALNUT ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1123,011,28,27,04A,1153358,1901461,2016,12/08/2016 03:55:45 PM,41.885453188,-87.712298315,"(41.885453188, -87.712298315)"
10770789,HZ536236,12/01/2016 05:40:00 PM,0000X E 8TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,0123,001,2,32,11,1176857,1896680,2016,12/08/2016 03:55:45 PM,41.871834768,-87.62615082,"(41.871834768, -87.62615082)"
10770761,HZ536235,12/01/2016 05:40:00 PM,0000X E 8TH ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0123,001,2,32,06,1176857,1896680,2016,12/08/2016 03:55:45 PM,41.871834768,-87.62615082,"(41.871834768, -87.62615082)"
10772116,HZ537779,12/01/2016 05:41:00 PM,065XX N WINTHROP AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,false,false,2432,024,49,1,26,1167723,1943529,2016,12/08/2016 03:55:45 PM,42.000592296,-87.658330955,"(42.000592296, -87.658330955)"
10771022,HZ536223,12/01/2016 05:44:00 PM,0000X W 95TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,ALLEY,false,false,0634,006,21,49,03,1177518,1841973,2016,12/08/2016 03:55:45 PM,41.721698573,-87.625378177,"(41.721698573, -87.625378177)"
